Country Name,Country Code,Region,IncomeGroup,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Togo,TGO,Sub-Saharan Africa,Low income,1488185772,1481141850,1698678686,2111093198,2255942249,2280575830,2349495621,2659095101,3310277927,3365711796,3429461495,3872459250,3873308389,4321655656,4574986537,4180866177,4486979198,4819949975,5364369026,5490272413
Thailand,THA,East Asia & Pacific,Upper middle income,126392000000,120296000000,134301000000,152281000000,172896000000,189319000000,221758000000,262942000000,291383000000,281710000000,341105000000,370819000000,397558000000,420333000000,407339000000,401296000000,413430000000,456295000000,506514000000,543549000000
Tajikistan,TJK,Europe & Central Asia,Low income,860521119.3,1080768907,1221120799,1555301496,2076182461,2312327536,2830220713,3719506173,5161337336,4979481980,5642178580,6522732203,7633049792,8448469838,9112544556,7854602392,6952678127,7157865188,7522947810,8116626794
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2904662605,3534803922,4461978499,5977560877,6838351088,8103901996,10276674365,12664165103,19271523179,20214385965,22583157895,29233333333,35164210526,39197543860,43524210526,35799714286,36180000000,37926285714,40761142857,
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,367087900,477457500,469461100,490400300,440732900,462261800,453796000,542795300,648492700,726881600,881826900,1054725400,1147779600,1395524600,1447311400,1594410800,1650608600,1599338100,1559894900,2017924900
Tonga,TON,East Asia & Pacific,Upper middle income,204849594.9,181116944.4,182763673.2,202246980.2,230657956.8,261797595.1,292232126.6,298513956.2,344428609,312377379.3,366840012.4,414523388.5,470714083.4,450643615.2,439878828,437006227.2,420540178.6,460379145,489235527.4,512350059.4
South Asia (IDA & IBRD),TSA,"","",630429000000,645870000000,677627000000,791003000000,917089000000,1050590000000,1196090000000,1504190000000,1527470000000,1683460000000,2060780000000,2271840000000,2297330000000,2357130000000,2581820000000,2697260000000,2923010000000,3345720000000,3445470000000,3591840000000
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,8154338233,8824873259,9008273721,11305459802,13280275123,15982282462,18369361094,21641620050,27871587350,19172165226,22157948396,25433011405,25763220107,27268478565,27615843098,25062893969,22284780327,22474828527,23808146748,24269714810
Tunisia,TUN,Middle East & North Africa,Lower middle income,21473188882,22066101341,23142294436,27453084983,31183139301,32273007554,34378437265,38908069299,44856586316,43454935940,44050929160,45810626509,45044112939,46251061734,47632326088,43173480832,41801210428,39802430355,39770297329,38796687568
Turkey,TUR,Europe & Central Asia,Upper middle income,274303000000,201753000000,240249000000,314595000000,408865000000,506315000000,557076000000,681321000000,770449000000,649289000000,776968000000,838786000000,880556000000,957799000000,938934000000,864314000000,869683000000,858989000000,778382000000,761425000000
Tuvalu,TUV,East Asia & Pacific,Upper middle income,13742057.05,13196544.95,15450994.24,18231078.54,21534931.61,21839098.89,22902861.45,27030374.03,30290219.76,27101076.28,31823518.62,38711810.21,37671774.69,37509075.11,37290607.54,35492074.22,36547799.58,40619251.99,42588164.97,47271463.33
Tanzania,TZA,Sub-Saharan Africa,Lower middle income,13375976354,13581644246,14142035080,15224257698,16675948415,18399046025,18649590248,21843529025,27941177435,29081425282,32014249841,34657139495,39650530214,45680532614,49964788814,47378599025,49774021003,53320625959,58001200572,63177068175
Uganda,UGA,Sub-Saharan Africa,Low income,6193246837,5840503869,6178563591,6606884391,7939487474,9239221859,9977647645,11902564401,14440404021,25019909335,26558906014,27752712167,27188666947,28791625559,32472363452,32248116584,29078719934,30756466548,32916147253,35165157017
Ukraine,UKR,Europe & Central Asia,Lower middle income,31261527363,37972301335,42351593887,50084197498,64819702952,86057915585,107648000000,142580000000,179817000000,117113000000,136013000000,163160000000,175781000000,183310000000,133503000000,91030959455,93355993629,112190000000,130902000000,153781000000
Upper middle income,UMC,"","",4612560000000,4666450000000,4707250000000,5283770000000,6313280000000,7570570000000,9027340000000,11196900000000,13671600000000,13263900000000,16223400000000,19402800000000,20788300000000,22031400000000,22730000000000,21352200000000,21338900000000,23580700000000,25273300000000,25741800000000
Uruguay,URY,Latin America & Caribbean,High income,22823255803,20898788417,13606494597,12045631091,13686329890,17362857685,19579457965,23410572633,30366213118,31660911279,40284481653,47962439303,51264390114,57531233351,57236013088,53274304222,52687612262,59530088537,59596885024,56045912953
United States,USA,North America,High income,10252300000000,10581800000000,10936400000000,11458200000000,12213700000000,13036600000000,13814600000000,14451900000000,14712800000000,14448900000000,14992100000000,15542600000000,16197000000000,16784800000000,17527200000000,18224700000000,18715000000000,19519400000000,20580200000000,21433200000000
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,13760513969,11401421329,9687788513,10134453435,12030023548,14307509839,17330833853,22311393928,29549438884,33689223673,46679875794,56516280748,63628854499,68997168338,76658542757,81847410182,81779012351,59159945321,50392607758,57921286440
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,396261370.4,430039296.3,461883444.4,481806296.3,521975111.1,550728666.7,610930037,684446259.3,695428851.9,674922481.5,681225925.9,676129629.6,692933333.3,721207407.4,727714814.8,755400000,774429629.6,792177777.8,811300000,824718518.5
"Venezuela, RB",VEN,Latin America & Caribbean,Upper middle income,117141000000,122904000000,92893587734,83620628582,112453000000,145510000000,183478000000,230364000000,315953000000,329788000000,393192000000,316482000000,381286000000,371005000000,482359000000,,,,,
Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,,,3269000000,3453000000,3799000000,4439000000,4504000000,4803000000,4250000000,4203000000,4339000000,4239000000,4095000000,3762000000,3622000000,3748000000,3863000000,3855000000,,
Vietnam,VNM,East Asia & Pacific,Lower middle income,31172518403,32685198735,35064105501,39552513316,45427854693,57633255618,66371664817,77414425532,99130304099,106015000000,115932000000,135539000000,155820000000,171222000000,186205000000,193241000000,205276000000,223780000000,245214000000,261921000000
Vanuatu,VUT,East Asia & Pacific,Lower middle income,272014693.1,257926881.7,262596597.8,314471328.1,364996869.1,394962552.3,439376794.1,526428309.9,607958616.1,610066628.7,700804286.2,792149700.7,781702874.1,801787555.9,814954307,759689950.9,804332795.6,880043553.7,914700508.2,934239973.8
World,WLD,"","",33623600000000,33430800000000,34712500000000,38948200000000,43874600000000,47526800000000,51512200000000,58043600000000,63690200000000,60410300000000,66125900000000,73460300000000,75161800000000,77316300000000,79453300000000,75217700000000,76369000000000,81306000000000,86439400000000,87734600000000
Samoa,WSM,East Asia & Pacific,Upper middle income,269019710.3,273088357.2,288078881.4,338838639.4,420320176.4,465568018.3,505832439.8,570469196.7,619260721.6,584706020.2,663161517.9,737401692.2,760549587.1,770021664,756919917.3,788307330.6,799376439.5,832153612.6,821496064.5,852250191
Kosovo,XKX,Europe & Central Asia,Upper middle income,1849196082,2535333632,2406270658,2790455728,3556757429,3663101604,3846819721,4655899261,5687417607,5653792720,5835874321,6701698218,6499807272,7074777527,7396705195,6442915788,6719172017,7245707185,7942961738,7926133714
"Yemen, Rep.",YEM,Middle East & North Africa,Low income,9652436180,9861560095,10694628092,11777966673,13872791659,16746344766,19061978586,21650532264,26910851362,25130274124,30906749533,32726417212,35401341663,40415235702,43206469767,42450620876,30935978724,26736139802,23486270352,22581081994
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,136361000000,121515000000,115482000000,175257000000,228590000000,257773000000,271638000000,299416000000,286770000000,295936000000,375349000000,416419000000,396333000000,366829000000,350905000000,317621000000,296357000000,349554000000,368289000000,351432000000
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,3600683040,4094480988,4193845678,4901839731,6221077675,8331870169,12756858899,14056957976,17910858638,15328342304,20265559484,23459515276,25503060420,28045553105,27150728124,21243339048,20954754378,25868165345,26312140829,23309773923
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,6689957600,6777384700,6342116400,5727591800,5805598400,5755215200,5443896500,5291950100,4415702800,9665793300,12041655200,14101920300,17114849900,19091020000,19495519600,19963120600,20548678100,22040902300,24311560500,21440758800
